paridadeCompra;paridadeVenda;cotacaoCompra;cotacaoVenda;dataHoraCotacao;tipoBoletim
1,2096;1,21;6,2441;6,2469;2023-03-10 13:04:39.309;Intermediário
1,2096;1,21;6,2677;6,2705;2023-03-10 13:04:39.316;Fechamento
1,2096;1,2097;6,3745;6,3757;2023-03-13 10:08:21.415;Abertura
1,2094;1,2098;6,3253;6,3281;2023-03-13 11:09:17.323;Intermediário
1,2156;1,2157;6,3458;6,347;2023-03-13 12:09:18.819;Intermediário
1,2156;1,216;6,3663;6,3692;2023-03-13 13:07:19.828;Intermediário
1,2156;1,216;6,369;6,3718;2023-03-13 13:07:19.847;Fechamento
1,2191;1,2195;6,3756;6,3785;2023-03-14 10:03:16.781;Abertura
1,2164;1,2168;6,3556;6,3584;2023-03-14 11:11:16.875;Intermediário
1,2155;1,216;6,3636;6,367;2023-03-14 12:07:17.614;Intermediário
1,2145000000000001;1,2146;6,379;6,3803;2023-03-14 13:06:42.411;Intermediário
1,2145000000000001;1,2146;6,3586;6,3599;2023-03-14 13:06:42.426;Fechamento
1,2079;1,208;6,3844;6,3856;2023-03-15 10:09:16.809;Abertura
1,2049;1,2053;6,3772;6,38;2023-03-15 11:03:17.092;Intermediário
1,2066;1,2069;6,4013;6,4036;2023-03-15 12:10:16.618;Intermediário
1,2029;1,2033;6,3833;6,3862;2023-03-15 13:10:23.368;Intermediário
1,2029;1,2033;6,3724;6,3752;2023-03-15 13:10:23.373;Fechamento
1,2057;1,2061;6,3761;6,3789;2023-03-16 10:11:17.324;Abertura
1,2086000000000001;1,2086999999999999;6,3803;6,3816;2023-03-16 11:04:16.356;Intermediário
1,2092;1,2096;6,4117;6,4145;2023-03-16 12:11:16.947;Intermediário
1,2106;1,211;6,3975;6,4004;2023-03-16 13:08:36.434;Intermediário
1,2106;1,211;6,4024;6,4052;2023-03-16 13:08:36.441;Fechamento
1,2132;1,2136;6,3709;6,3737;2023-03-17 10:05:16.519;Abertura
1,2154;1,2159;6,3967;6,4;2023-03-17 11:03:21.696;Intermediário
1,215;1,2151;6,4107;6,412;2023-03-17 12:02:17.606;Intermediário
1,2138;1,2142;6,4072;6,41;2023-03-17 13:06:41.597;Intermediário
1,2138;1,2142;6,3934;6,3963;2023-03-17 13:06:41.604;Fechamento
1,2227999999999999;1,2232;6,427;6,4299;2023-03-20 10:03:18.584;Abertura
1,2257;1,226;6,4303;6,4326;2023-03-20 11:06:18.123;Intermediário
1,2252;1,2254;6,4155;6,4173;2023-03-20 12:10:16.596;Intermediário
1,2254;1,2258;6,4281;6,4309;2023-03-20 13:09:32.717;Intermediário
1,2254;1,2258;6,4286;6,4314;2023-03-20 13:09:32.724;Fechamento
1,2251;1,2254;6,4237;6,426;2023-03-21 10:10:16.41;Abertura
1,2236;1,224;6,4238;6,4266;2023-03-21 11:07:17.211;Intermediário
1,2217;1,2221;6,3962;6,399;2023-03-21 12:03:15.048;Intermediário
1,2193;1,2197;6,3971;6,3999;2023-03-21 13:02:26.888;Intermediário
1,2193;1,2197;6,3938;6,3966;2023-03-21 13:02:26.895;Fechamento
1,2268;1,2272;6,449;6,4519;2023-03-22 10:05:16.593;Abertura
1,2235;1,2238;6,4505;6,4529;2023-03-22 11:02:16.652;Intermediário
1,2243;1,2244;6,4492;6,4505;2023-03-22 12:09:16.367;Intermediário
1,2229;1,2233;6,4327;6,4355;2023-03-22 13:03:35.603;Intermediário
1,2229;1,2233;6,4376;6,4404;2023-03-22 13:03:35.608;Fechamento
1,2273;1,2277;6,4313;6,4341;2023-03-23 10:05:16.76;Abertura
1,2313;1,2317;6,4795;6,4823;2023-03-23 11:03:16.307;Intermediário
1,2313;1,2318;6,4941;6,4975;2023-03-23 12:07:16.719;Intermediário
1,2318;1,2322;6,4959;6,4987;2023-03-23 13:11:17.074;Intermediário
1,2318;1,2322;6,4825;6,4853;2023-03-23 13:11:17.083;Fechamento
1,2211;1,2216;6,5097000000000005;6,5131;2023-03-24 10:06:17.313;Abertura
1,2208;1,2212;6,4796;6,4825;2023-03-24 11:02:16.708;Intermediário
1,2223;1,2227000000000001;6,4506;6,4534;2023-03-24 12:10:16.905;Intermediário
1,2222;1,2227000000000001;6,4164;6,4198;2023-03-24 13:10:20.862;Intermediário
1,2222;1,2227000000000001;6,4673;6,4707;2023-03-24 13:10:20.867;Fechamento
1,2241;1,2246000000000001;6,3981;6,4015;2023-03-27 10:09:20.998;Abertura
1,2275;1,2279;6,4131;6,4159;2023-03-27 11:05:16.759;Intermediário
1,2271;1,2275;6,4252;6,428;2023-03-27 12:09:19.877;Intermediário
1,2274;1,2279;6,4226;6,426;2023-03-27 13:04:25.496;Intermediário
1,2274;1,2279;6,4193;6,4227;2023-03-27 13:04:25.505;Fechamento
1,2312;1,2317;6,3893;6,3926;2023-03-28 10:07:16.532;Abertura
1,2306;1,2309;6,3558;6,3581;2023-03-28 11:02:16.757;Intermediário
1,2324;1,2328000000000001;6,375;6,3778;2023-03-28 12:11:16.539;Intermediário
1,234;1,2344;6,3721;6,3749;2023-03-28 13:06:23.554;Intermediário
1,234;1,2344;6,3831;6,3859;2023-03-28 13:06:23.561;Fechamento
1,2331;1,2333;6,3675;6,3693;2023-03-29 10:10:16.977;Abertura
1,2325;1,2327;6,3391;6,3409;2023-03-29 11:11:16.597;Intermediário
1,2312;1,2313;6,3383;6,3396;2023-03-29 12:02:17.293;Intermediário
1,231;1,2315;6,3268;6,3302;2023-03-29 13:03:45.811;Intermediário
1,231;1,2315;6,338;6,3414;2023-03-29 13:03:45.818;Fechamento
1,2376;1,2381;6,3235;6,3268;2023-03-30 10:10:18.922;Abertura
1,2378;1,2379;6,3658;6,367;2023-03-30 11:11:16.355;Intermediário
1,2379;1,2384;6,351;6,3544;2023-03-30 12:04:18.424;Intermediário
1,2365;1,2368999999999999;6,3262;6,329;2023-03-30 13:11:18.577;Intermediário
1,2365;1,2368999999999999;6,3368;6,3396;2023-03-30 13:11:18.582;Fechamento
1,239;1,2394;6,3053;6,3081;2023-03-31 10:06:17.235;Abertura
1,2388;1,2393;6,3013;6,3046;2023-03-31 11:07:17.386;Intermediário
1,2362;1,2363;6,2715;6,2727;2023-03-31 12:06:17.018;Intermediário
1,2366;1,237;6,2702;6,273;2023-03-31 13:03:22.565;Intermediário
1,2366;1,237;6,2817;6,2845;2023-03-31 13:03:22.571;Fechamento
1,2383;1,2387000000000001;6,2686;6,2714;2023-04-03 10:11:17.902;Abertura
1,2403;1,2408000000000001;6,2801;6,2834;2023-04-03 11:06:17.545;Intermediário
1,2394;1,2398;6,2717;6,2745;2023-04-03 12:04:17.603;Intermediário
1,2401;1,2405;6,2826;6,2854;2023-04-03 13:04:18.817;Intermediário
1,2401;1,2405;6,2788;6,2815;2023-04-03 13:04:18.827;Fechamento
1,2469999999999999;1,2474;6,3197;6,3224;2023-04-04 10:09:17.147;Abertura
1,2479;1,2483;6,3279;6,3306000000000004;2023-04-04 11:04:16.586;Intermediário
1,2514;1,2518;6,3506;6,3534;2023-04-04 12:05:18.777;Intermediário
1,2496;1,25;6,359;6,3618;2023-04-04 13:04:34.45;Intermediário
1,2496;1,25;6,3425;6,3453;2023-04-04 13:04:34.464;Fechamento
1,2489;1,2493;6,3107;6,3135;2023-04-05 10:02:17.182;Abertura
