paridadeCompra;paridadeVenda;cotacaoCompra;cotacaoVenda;dataHoraCotacao;tipoBoletim
1,0836000000000001;1,0838;5,5084;5,51;2023-04-10 11:04:17.796;Intermediário
1,0837;1,0841;5,5068;5,5095;2023-04-10 12:05:17.577;Intermediário
1,0839;1,084;5,5092;5,5104;2023-04-10 13:06:33.049;Intermediário
1,0839;1,084;5,5092;5,5104;2023-04-10 13:06:33.063;Fechamento
1,0912;1,0916;5,4897;5,4924;2023-04-11 10:05:17.046;Abertura
1,0919;1,0923;5,465;5,4676;2023-04-11 11:02:17.171;Intermediário
1,0909;1,0912;5,4584;5,4606;2023-04-11 12:05:18.026;Intermediário
1,0903;1,0907;5,4614;5,4641;2023-04-11 13:08:32.053;Intermediário
1,0903;1,0907;5,4648;5,4675;2023-04-11 13:08:32.067;Fechamento
1,0964;1,0965;5,4545;5,4556000000000004;2023-04-12 10:09:17.351;Abertura
1,0973;1,0977000000000001;5,427;5,4297;2023-04-12 11:02:17.545;Intermediário
1,0976;1,0977000000000001;5,4178;5,4189;2023-04-12 12:05:17.242;Intermediário
1,0984;1,0986;5,4254;5,4271;2023-04-12 13:06:18.927;Intermediário
1,0984;1,0986;5,436;5,4376;2023-04-12 13:06:18.938;Fechamento
1,1048;1,105;5,4389;5,4406;2023-04-13 10:04:16.914;Abertura
1,1063;1,1066;5,4284;5,4305;2023-04-13 11:04:17.617;Intermediário
1,1047;1,1048;5,4173;5,4185;2023-04-13 12:08:16.816;Intermediário
1,1053;1,1054;5,4191;5,4202;2023-04-13 13:05:15.819;Intermediário
1,1053;1,1054;5,426;5,4272;2023-04-13 13:05:15.825;Fechamento
1,1033;1,1035;5,4404;5,442;2023-04-14 10:06:17.202;Abertura
1,1033;1,1036;5,4633;5,4655000000000005;2023-04-14 11:03:17.581;Intermediário
1,1005;1,1009;5,4559;5,4586;2023-04-14 12:09:17.275;Intermediário
1,0977999999999999;1,098;5,4223;5,4239;2023-04-14 13:05:18.79;Intermediário
1,0977999999999999;1,098;5,4285;5,4302;2023-04-14 13:05:18.797;Fechamento
1,0952;1,0956;5,3956;5,3982;2023-04-17 10:06:14.553;Abertura
1,0931;1,0935;5,4035;5,4062;2023-04-17 11:10:18.531;Intermediário
1,0914;1,0915;5,4044;5,4055;2023-04-17 12:10:16.238;Intermediário
1,0913;1,0917;5,3958;5,3985;2023-04-17 13:27:04.044;Intermediário
1,0913;1,0917;5,3927;5,3953;2023-04-17 13:27:04.05;Fechamento
1,0954;1,0958;5,4159;5,4185;2023-04-18 10:02:16.631;Abertura
1,0956;1,096;5,4569;5,4595;2023-04-18 11:04:15.878;Intermediário
1,096;1,0964;5,4482;5,4509;2023-04-18 12:11:16.028;Intermediário
1,0956;1,0958;5,4484;5,4501;2023-04-18 13:06:23.319;Intermediário
1,0956;1,0958;5,4421;5,4437;2023-04-18 13:06:23.327;Fechamento
1,0949;1,095;5,5091;5,5103;2023-04-19 10:11:16.336;Abertura
1,0958;1,0962;5,5443999999999996;5,5471;2023-04-19 11:03:17.615;Intermediário
1,0957;1,0959;5,5233;5,525;2023-04-19 12:09:15.618;Intermediário
1,0951;1,0955;5,5324;5,5351;2023-04-19 13:05:45.75;Intermediário
1,0951;1,0955;5,526;5,5287;2023-04-19 13:05:45.757;Fechamento
1,0976;1,098;5,5553;5,558;2023-04-20 10:10:18.589;Abertura
1,097;1,0974;5,5434;5,546;2023-04-20 11:06:15.782;Intermediário
1,0977999999999999;1,0982;5,5343;5,537;2023-04-20 12:07:17.334;Intermediário
1,0967;1,0971;5,5281;5,5308;2023-04-20 13:06:23.979;Intermediário
1,0967;1,0971;5,5373;5,54;2023-04-20 13:06:23.988;Fechamento
1,1021;1,1025;5,5771;5,5798;2023-04-24 10:11:15.127;Abertura
1,1022;1,1026;5,5763;5,5789;2023-04-24 11:09:18.49;Intermediário
1,1028;1,1032;5,583;5,5857;2023-04-24 12:08:15.767;Intermediário
1,1025;1,1027;5,5713;5,5729;2023-04-24 13:11:39.721;Intermediário
1,1025;1,1027;5,5774;5,5791;2023-04-24 13:11:39.727;Fechamento
1,1014;1,1018;5,5471;5,5498;2023-04-25 10:06:16.043;Abertura
1,0998;1,1002;5,5847;5,5874;2023-04-25 11:02:16.48;Intermediário
1,0975;1,0979;5,5638000000000005;5,5665;2023-04-25 12:02:15.945;Intermediário
1,0966;1,0968;5,5478000000000005;5,5495;2023-04-25 13:06:29.379;Intermediário
1,0966;1,0968;5,5496;5,5512;2023-04-25 13:06:29.387;Fechamento
1,1053;1,1055;5,5985;5,6001;2023-04-26 10:06:16.46;Abertura
1,1083;1,1087;5,6174;5,6201;2023-04-26 11:06:16.81;Intermediário
1,1043;1,1046;5,577;5,5792;2023-04-26 12:03:15.375;Intermediário
1,1049;1,1053;5,577;5,5797;2023-04-26 13:09:29.773;Intermediário
1,1049;1,1053;5,5885;5,5912;2023-04-26 13:09:29.782;Fechamento
1,1011;1,1015;5,5283;5,531;2023-04-27 10:03:15.995;Abertura
1,1008;1,101;5,5257000000000005;5,5274;2023-04-27 11:04:51.597;Intermediário
1,1009;1,1012;5,5102;5,5124;2023-04-27 12:09:16.341;Intermediário
1,1013;1,1016;5,5197;5,5219000000000005;2023-04-27 13:02:22.635;Intermediário
1,1013;1,1016;5,5224;5,5245;2023-04-27 13:02:22.639;Fechamento
1,0983;1,0987;5,4778;5,4804;2023-04-28 10:09:16.022;Abertura
1,0999;1,1003;5,5028;5,5055;2023-04-28 11:02:16.452;Intermediário
1,1036;1,104;5,5225;5,5252;2023-04-28 12:09:15.907;Intermediário
1,1039;1,104;5,5259;5,5271;2023-04-28 13:06:19.077;Intermediário
1,1039;1,104;5,5196000000000005;5,5208;2023-04-28 13:06:19.082;Fechamento
1,0954;1,0958;5,5022;5,5049;2023-05-02 10:03:18.189;Abertura
1,0942;1,0945;5,4974;5,4995;2023-05-02 11:07:16.991;Intermediário
1,0977999999999999;1,0982;5,5352;5,5379000000000005;2023-05-02 12:08:16.945;Intermediário
1,0995;1,0999;5,5439;5,5465;2023-05-02 13:10:18.395;Intermediário
1,0995;1,0999;5,5337;5,5362;2023-05-02 13:10:18.402;Fechamento
1,1037;1,1041;5,563;5,5657;2023-05-03 10:10:15.926;Abertura
1,1028;1,1032;5,5413;5,5440000000000005;2023-05-03 11:09:16.076;Intermediário
1,105;1,1054;5,5354;5,5381;2023-05-03 12:10:17.599;Intermediário
1,1046;1,105;5,5382;5,5409;2023-05-03 13:02:19.826;Intermediário
1,1046;1,105;5,5474;5,5501000000000005;2023-05-03 13:02:19.835;Fechamento
1,1008;1,101;5,4839;5,4855;2023-05-04 10:09:16.189;Abertura
1,1021;1,1025;5,5349;5,5375;2023-05-04 11:11:16.08;Intermediário
1,0999;1,1;5,5189;5,52;2023-05-04 12:02:17.496;Intermediário
1,1008;1,1009;5,5246;5,5257000000000005;2023-05-04 13:04:49.817;Intermediário
1,1008;1,1009;5,515;5,5161999999999995;2023-05-04 13:04:49.822;Fechamento
1,0977999999999999;1,0979;5,4762;5,4773;2023-05-05 10:05:17.411;Abertura
1,0991;1,0992;5,4607;5,4618;2023-05-05 11:10:16.833;Intermediário
1,1005;1,1009;5,4629;5,4655000000000005;2023-05-05 12:11:16.378;Intermediário
1,1023;1,1027;5,4621;5,4648;2023-05-05 13:05:21.272;Intermediário
1,1023;1,1027;5,4773;5,48;2023-05-05 13:05:21.278;Fechamento
1,1035;1,1039;5,4708;5,4735;2023-05-08 10:07:18.437;Abertura
1,1042;1,1046;5,4864;5,4891;2023-05-08 11:09:16.872;Intermediário
1,1014;1,1018;5,4607;5,4634;2023-05-08 12:03:18.416;Intermediário
1,1018;1,1022;5,4999;5,5025;2023-05-08 13:02:22.307;Intermediário
1,1018;1,1022;5,4748;5,4775;2023-05-08 13:02:22.317;Fechamento
1,0948;1,0952;5,4994;5,5021;2023-05-09 10:11:17.655;Abertura
1,096;1,0964;5,4728;5,4754000000000005;2023-05-09 11:03:17.577;Intermediário
1,0956;1,0957;5,4834;5,4845;2023-05-09 12:07:16.673;Intermediário
1,0951;1,0955;5,4523;5,4549;2023-05-09 13:08:21.779;Intermediário
1,0951;1,0955;5,4756;5,4783;2023-05-09 13:08:21.788;Fechamento
1,0999;1,1003;5,4433;5,4459;2023-05-10 10:08:16.844;Abertura
1,0985;1,0987;5,4401;5,4418;2023-05-10 11:08:17.119;Intermediário
1,097;1,0974;5,4416;5,4442;2023-05-10 12:09:17.171;Intermediário
1,0963;1,0967;5,4317;5,4344;2023-05-10 13:03:19.22;Intermediário
1,0963;1,0967;5,4312000000000005;5,4338;2023-05-10 13:03:19.227;Fechamento
1,0932;1,0933;5,4359;5,4371;2023-05-11 10:02:20.012;Abertura
1,09;1,0904;5,4223;5,425;2023-05-11 11:08:16.593;Intermediário
1,0917;1,0918;5,4296;5,4307;2023-05-11 12:07:16.71;Intermediário
1,0914;1,0918;5,4083;5,411;2023-05-11 13:09:27.751;Intermediário
1,0914;1,0918;5,4232;5,4258;2023-05-11 13:09:27.758;Fechamento
1,0885;1,0889;5,3645;5,3671;2023-05-12 10:09:16.375;Abertura
1,0887;1,0891;5,348;5,3506;2023-05-12 11:03:15.89;Intermediário
1,0861;1,0865;5,3487;5,3513;2023-05-12 12:11:15.649;Intermediário
1,0853;1,0857;5,3459;5,3485;2023-05-12 13:06:02.793;Intermediário
1,0853;1,0857;5,3427;5,3453;2023-05-12 13:06:02.799;Fechamento
1,0877;1,0881;5,3332;5,3358;2023-05-15 10:02:18.643;Abertura
1,0878;1,0882;5,3549;5,3575;2023-05-15 11:10:16.995;Intermediário
1,0865;1,0866;5,3312;5,3324;2023-05-15 12:11:15.532;Intermediário
1,0871;1,0875;5,3335;5,3361;2023-05-15 13:04:38.271;Intermediário
1,0871;1,0875;5,3373;5,34;2023-05-15 13:04:38.278;Fechamento
1,0879;1,0883;5,3455;5,3481;2023-05-16 10:04:16.717;Abertura
1,0873;1,0877;5,3294;5,332;2023-05-16 11:02:15.741;Intermediário
1,0865;1,0868;5,3393;5,3414;2023-05-16 12:04:15.255;Intermediário
1,0864;1,0866;5,3419;5,3436;2023-05-16 13:09:16.662;Intermediário
1,0864;1,0866;5,336;5,3376;2023-05-16 13:09:16.669;Fechamento
1,0823;1,0827;5,3528;5,3555;2023-05-17 10:07:15.275;Abertura
1,0814;1,0818;5,3608;5,3635;2023-05-17 11:02:17.116;Intermediário
1,0821;1,0822;5,3665;5,3676;2023-05-17 12:05:16.37;Intermediário
1,0827;1,0831;5,3489;5,3515;2023-05-17 13:06:15.753;Intermediário
1,0827;1,0831;5,3601;5,3628;2023-05-17 13:06:15.757;Fechamento
1,0789;1,079;5,3504;5,3515;2023-05-18 10:30:23.612;Abertura
1,0776;1,078;5,35;5,3526;2023-05-18 11:05:15.372;Intermediário
1,0769;1,077;5,351;5,3522;2023-05-18 12:09:16.307;Intermediário
1,0774;1,0778;5,3478;5,3504;2023-05-18 13:09:20.692;Intermediário
1,0774;1,0778;5,3483;5,351;2023-05-18 13:09:20.696;Fechamento
1,0804;1,0808;5,371;5,3736;2023-05-19 10:07:15.992;Abertura
1,0793;1,0797;5,3942;5,3969000000000005;2023-05-19 11:02:16.995;Intermediário
1,0784;1,0788;5,3871;5,3898;2023-05-19 12:08:14.991;Intermediário
1,0817;1,0821;5,3825;5,3852;2023-05-19 13:08:16.878;Intermediário
1,0817;1,0821;5,3925;5,3951;2023-05-19 13:08:16.885;Fechamento
1,0817;1,0821;5,3862;5,3889;2023-05-22 10:09:18.164;Abertura
1,0811;1,0815;5,3725;5,3752;2023-05-22 11:05:15.97;Intermediário
1,0797;1,0801;5,3543;5,357;2023-05-22 12:07:17.32;Intermediário
1,0803;1,0807;5,36;5,3626000000000005;2023-05-22 13:05:22.708;Intermediário
1,0803;1,0807;5,3663;5,3689;2023-05-22 13:05:22.716;Fechamento
1,0763;1,0765;5,3564;5,3581;2023-05-23 10:10:16.256;Abertura
1,078;1,0782;5,361;5,3626000000000005;2023-05-23 11:09:15.645;Intermediário
1,0777;1,0781;5,3467;5,3493;2023-05-23 12:05:16.275;Intermediário
1,0769;1,0773;5,3374;5,3401;2023-05-23 13:08:23.314;Intermediário
1,0769;1,0773;5,3487;5,3514;2023-05-23 13:08:23.321;Fechamento
1,0788;1,0792;5,3293;5,3319;2023-05-24 10:05:16.114;Abertura
1,077;1,0771;5,3338;5,335;2023-05-24 11:11:15.395;Intermediário
1,0761;1,0765;5,3278;5,3304;2023-05-24 12:08:15.632;Intermediário
1,0756000000000001;1,076;5,3172;5,3199;2023-05-24 13:04:35.731;Intermediário
1,0756000000000001;1,076;5,3208;5,3234;2023-05-24 13:04:35.737;Fechamento
1,0718;1,072;5,3435;5,3451;2023-05-25 10:07:16.491;Abertura
1,0712;1,0716;5,346;5,3487;2023-05-25 11:07:16.429;Intermediário
1,0729;1,073;5,3674;5,3685;2023-05-25 12:15:42.909;Intermediário
1,0722;1,0723;5,3765;5,3777;2023-05-25 13:04:36.528;Intermediário
1,0722;1,0723;5,3593;5,3604;2023-05-25 13:04:36.531;Fechamento
1,0741;1,0744;5,3748000000000005;5,3769;2023-05-26 10:06:16.918;Abertura
1,0727;1,0731;5,3859;5,3886;2023-05-26 11:05:16.351;Intermediário
1,0703;1,0707;5,3621;5,3647;2023-05-26 12:07:16.517;Intermediário
1,0711;1,0715;5,3644;5,367;2023-05-26 13:07:17.726;Intermediário
1,0711;1,0715;5,3671;5,3697;2023-05-26 13:07:17.73;Fechamento
1,0714;1,0715;5,3341;5,3352;2023-05-29 10:10:20.119;Abertura
1,0708;1,0712;5,3426;5,3453;2023-05-29 11:09:17.913;Intermediário
1,0707;1,0711;5,3641;5,3667;2023-05-29 12:11:16.225;Intermediário
1,0711;1,0715;5,357;5,3596;2023-05-29 13:10:18.533;Intermediário
1,0711;1,0715;5,3499;5,3526;2023-05-29 13:10:18.54;Fechamento
1,0722;1,0723;5,4143;5,4154;2023-05-30 10:09:35.311;Abertura
1,0726;1,0727;5,4281;5,4293;2023-05-30 11:03:54.932;Intermediário
1,0726;1,073;5,4249;5,4276;2023-05-30 12:06:15.476;Intermediário
1,072;1,0724;5,4315;5,4342;2023-05-30 13:11:51.388;Intermediário
1,072;1,0724;5,4229;5,4256;2023-05-30 13:11:51.392;Fechamento
1,0679;1,0682;5,416;5,4181;2023-05-31 10:09:15.43;Abertura
1,0691;1,0693;5,4363;5,4379;2023-05-31 11:03:16.407;Intermediário
1,066;1,0664;5,4516;5,4543;2023-05-31 12:08:49.63;Intermediário
1,0652;1,0653;5,4436;5,4447;2023-05-31 13:08:48.509;Intermediário
1,0652;1,0653;5,4275;5,4287;2023-05-31 13:08:48.515;Fechamento
1,0706;1,071;5,4063;5,409;2023-06-01 10:03:16.15;Abertura
1,0727;1,073;5,3993;5,4015;2023-06-01 11:05:16.263;Intermediário
1,073;1,0734;5,4008;5,4035;2023-06-01 12:10:16.205;Intermediário
1,0749;1,0753;5,397;5,3996;2023-06-01 13:07:17.214;Intermediário
1,0749;1,0753;5,4115;5,4141;2023-06-01 13:07:17.224;Fechamento
1,0747;1,0749;5,3277;5,3294;2023-06-02 10:07:17.25;Abertura
1,0741;1,0745;5,317;5,3196;2023-06-02 11:03:14.439;Intermediário
1,0723;1,0724;5,3138;5,3149;2023-06-02 12:04:16.217;Intermediário
1,0723;1,0724;5,3159;5,3171;2023-06-02 13:11:19.297;Intermediário
1,0723;1,0724;5,3135;5,3146;2023-06-02 13:11:19.302;Fechamento
1,0677;1,0681;5,2705;5,2731;2023-06-05 10:11:17.759;Abertura
1,0679;1,0683;5,2557;5,2583;2023-06-05 11:11:15.818;Intermediário
1,0709;1,0713;5,2688;5,2714;2023-06-05 12:11:16.305;Intermediário
1,072;1,0721;5,2679;5,269;2023-06-05 13:09:24.722;Intermediário
1,072;1,0721;5,2775;5,2786;2023-06-05 13:09:24.732;Fechamento
1,0669;1,0672;5,2783;5,2804;2023-06-06 10:03:15.805;Abertura
1,0672;1,0673;5,2721;5,2732;2023-06-06 11:05:16.759;Intermediário
1,069;1,0691;5,2618;5,263;2023-06-06 12:10:17.009;Intermediário
1,0694;1,0696;5,2452;5,2468;2023-06-06 13:06:25.81;Intermediário
1,0694;1,0696;5,2706;5,2722999999999995;2023-06-06 13:06:25.817;Fechamento
1,0715;1,0717;5,2596;5,2612;2023-06-07 10:03:15.777;Abertura
1,0733;1,0737;5,2696;5,2722;2023-06-07 11:03:15.181;Intermediário
1,0706;1,071;5,2684;5,271;2023-06-07 12:06:15.337;Intermediário
1,0699;1,0703;5,2489;5,2515;2023-06-07 13:09:16.366;Intermediário
1,0699;1,0703;5,2546;5,2572;2023-06-07 13:09:16.372;Fechamento
1,0766;1,0768;5,2824;5,2841000000000005;2023-06-09 10:02:16.085;Abertura
1,077;1,0772;5,2739;5,2755;2023-06-09 11:06:15.94;Intermediário
1,0755;1,0759;5,2463;5,2489;2023-06-09 12:04:14.74;Intermediário
1,0746;1,075;5,2492;5,2518;2023-06-09 13:10:17.914;Intermediário
1,0746;1,075;5,2565;5,2591;2023-06-09 13:10:17.92;Fechamento
1,0764;1,0767;5,2563;5,2584;2023-06-12 10:05:18.224;Abertura
1,0751;1,0755;5,2557;5,2583;2023-06-12 11:11:15.98;Intermediário
1,0745;1,0749;5,2443;5,2469;2023-06-12 12:07:15.533;Intermediário
1,0744;1,0748;5,2406;5,2432;2023-06-12 13:03:35.041;Intermediário
1,0744;1,0748;5,2459;5,2485;2023-06-12 13:03:35.049;Fechamento
1,0814;1,0816;5,2426;5,2442;2023-06-13 10:07:15.925;Abertura
1,0791;1,0795;5,2477;5,2503;2023-06-13 11:11:15.806;Intermediário
1,08;1,0804;5,2384;5,241;2023-06-13 12:06:15.754;Intermediário
1,0789;1,0793;5,2319;5,2345;2023-06-13 13:09:17.1;Intermediário
1,0789;1,0793;5,2356;5,2382;2023-06-13 13:09:17.108;Fechamento
1,0829;1,0833;5,2515;5,2541;2023-06-14 10:07:16.874;Abertura
1,0843;1,0847;5,2591;5,2617;2023-06-14 11:04:15.863;Intermediário
1,0853;1,0857;5,2529;5,2554;2023-06-14 12:04:16.056;Intermediário
1,0856;1,086;5,2571;5,2597;2023-06-14 13:06:22.292;Intermediário
1,0856;1,086;5,2604;5,263;2023-06-14 13:06:22.3;Fechamento
1,0861;1,0865;5,2503;5,2529;2023-06-15 10:11:15.314;Abertura
1,0898;1,0902;5,2547;5,2573;2023-06-15 11:09:15.371;Intermediário
1,091;1,0911;5,2557;5,2568;2023-06-15 12:02:16.488;Intermediário
1,0931;1,0933;5,2615;5,2631;2023-06-15 13:09:16.307;Intermediário
1,0931;1,0933;5,2705;5,2721;2023-06-15 13:09:16.317;Fechamento
1,0949;1,0952;5,295;5,2972;2023-06-16 10:03:15.502;Abertura
1,0952;1,0955;5,2772;5,2793;2023-06-16 11:07:15.909;Intermediário
1,0923;1,0925;5,2714;5,2731;2023-06-16 12:09:16.812;Intermediário
1,0923;1,0925;5,2774;5,2791;2023-06-16 13:02:18.249;Intermediário
1,0923;1,0925;5,2736;5,2752;2023-06-16 13:02:18.255;Fechamento
1,0923;1,0927;5,2392;5,2418;2023-06-19 10:09:17.148;Abertura
1,0916;1,0919;5,2199;5,222;2023-06-19 11:04:16.068;Intermediário
1,0921;1,0925;5,21;5,2125;2023-06-19 12:04:16.685;Intermediário
1,092;1,0924;5,2087;5,2113;2023-06-19 13:07:00.291;Intermediário
1,092;1,0924;5,2194;5,222;2023-06-19 13:07:00.3;Fechamento
1,0919;1,092;5,222;5,2231;2023-06-20 10:05:16.139;Abertura
1,0914;1,0918;5,2389;5,2415;2023-06-20 11:11:16.019;Intermediário
1,0899;1,0901;5,219;5,2206;2023-06-20 12:02:16.216;Intermediário
1,0898;1,0901;5,2291;5,2312;2023-06-20 13:05:18.115;Intermediário
1,0898;1,0901;5,2228;5,2248;2023-06-20 13:05:18.124;Fechamento
1,0923;1,0927;5,2425;5,2451;2023-06-21 10:04:16.586;Abertura
1,0925;1,0927;5,2268;5,2285;2023-06-21 11:04:15.308;Intermediário
1,0953;1,0955;5,222;5,2236;2023-06-21 12:03:15.351;Intermediário
1,0949;1,0953;5,2164;5,219;2023-06-21 13:02:16.477;Intermediário
1,0949;1,0953;5,2324;5,235;2023-06-21 13:02:16.485;Fechamento
1,0979;1,0983;5,2337;5,2363;2023-06-22 10:07:16.402;Abertura
1,098;1,0981;5,2444;5,2455;2023-06-22 11:04:15.802;Intermediário
1,0959;1,096;5,2354;5,2366;2023-06-22 12:10:15.303;Intermediário
1,095;1,0954;5,2309;5,2335;2023-06-22 13:08:23.688;Intermediário
1,095;1,0954;5,228;5,2305;2023-06-22 13:08:23.693;Fechamento
1,0886;1,089;5,2095;5,2121;2023-06-23 10:10:16.223;Abertura
1,0881;1,0885;5,2063;5,2089;2023-06-23 11:03:15.691;Intermediário
1,0882;1,0884;5,196;5,1977;2023-06-23 12:02:16.79;Intermediário
1,0886;1,0887;5,1948;5,1959;2023-06-23 13:09:21.774;Intermediário
1,0886;1,0887;5,2027;5,2039;2023-06-23 13:09:21.781;Fechamento
1,0915;1,0919;5,2032;5,2057;2023-06-26 10:07:17.816;Abertura
1,0911;1,0915;5,1957;5,1983;2023-06-26 11:07:15.41;Intermediário
1,0906;1,091;5,211;5,2136;2023-06-26 12:06:16.163;Intermediário
1,0908;1,091;5,2028;5,2044;2023-06-26 13:02:20.078;Intermediário
1,0908;1,091;5,2022;5,2039;2023-06-26 13:02:20.091;Fechamento
1,0964;1,0968;5,2193;5,2219;2023-06-27 10:06:16.012;Abertura
1,0962;1,0966;5,2535;5,2561;2023-06-27 11:05:16.603;Intermediário
1,0947;1,0951;5,2552;5,2578;2023-06-27 12:03:17.018;Intermediário
1,0958;1,0962;5,2658000000000005;5,2683;2023-06-27 13:05:03.701;Intermediário
1,0958;1,0962;5,2486;5,2511;2023-06-27 13:05:03.712;Fechamento
1,0926;1,093;5,312;5,3146;2023-06-28 10:10:15.873;Abertura
1,0935;1,0937000000000001;5,3139;5,3155;2023-06-28 11:10:15.408;Intermediário
1,0897000000000001;1,0901;5,2913;5,2939;2023-06-28 12:03:16.425;Intermediário
1,0904;1,0905;5,2836;5,2848;2023-06-28 13:10:26.057;Intermediário
1,0904;1,0905;5,2947;5,2958;2023-06-28 13:10:26.062;Fechamento
1,0879;1,0883;5,2799;5,2825;2023-06-29 10:02:17.032;Abertura
1,0867;1,0869;5,2833;5,2849;2023-06-29 11:08:15.938;Intermediário
1,0889;1,0891;5,2992;5,3009;2023-06-29 12:06:37.909;Intermediário
1,0878;1,0882;5,2754;5,2780000000000005;2023-06-29 13:03:21.7;Intermediário
1,0878;1,0882;5,2843;5,2869;2023-06-29 13:03:21.705;Fechamento
1,0895;1,0899;5,258;5,2606;2023-06-30 10:03:17.579;Abertura
1,0911;1,0915;5,2586;5,2611;2023-06-30 11:06:16.717;Intermediário
1,091;1,0911;5,2603;5,2614;2023-06-30 12:04:16.133;Intermediário
1,0919;1,092;5,2491;5,2502;2023-06-30 13:10:24.357;Intermediário
1,0919;1,092;5,2614;5,2626;2023-06-30 13:10:24.365;Fechamento
1,0907;1,0911;5,2274;5,23;2023-07-03 10:03:19.89;Abertura
1,0921;1,0924;5,2213;5,2234;2023-07-03 11:09:15.711;Intermediário
1,0905;1,0909;5,2172;5,2197;2023-07-03 12:03:15.798;Intermediário
1,0916;1,092;5,229;5,2316;2023-07-03 13:07:21.019;Intermediário
1,0916;1,092;5,2255;5,2281;2023-07-03 13:07:21.026;Fechamento
1,0898;1,0902;5,2169;5,2194;2023-07-04 10:04:16.316;Abertura
1,0898;1,0902;5,2293;5,2319;2023-07-04 11:09:15.88;Intermediário
1,09;1,0903;5,2514;5,2535;2023-07-04 12:07:15.954;Intermediário
1,0901;1,0902;5,2507;5,2518;2023-07-04 13:06:26.254;Intermediário
1,0901;1,0902;5,2379;5,2391;2023-07-04 13:06:26.268;Fechamento
1,0892;1,0896;5,2845;5,2871;2023-07-05 10:03:15.794;Abertura
1,0891;1,0892;5,2908;5,292;2023-07-05 11:09:15.634;Intermediário
1,0872;1,0874;5,281;5,2826;2023-07-05 12:02:15.604;Intermediário
1,0865;1,0869;5,2819;5,2845;2023-07-05 13:11:18.184;Intermediário
1,0865;1,0869;5,2772;5,2798;2023-07-05 13:11:18.189;Fechamento
1,0875;1,0876;5,3096;5,3108;2023-07-06 10:07:59.175;Abertura
1,0882;1,0884;5,3154;5,3171;2023-07-06 11:11:16.217;Intermediário
1,0865;1,0869;5,3277;5,3303;2023-07-06 12:02:15.533;Intermediário
1,0871;1,0875;5,346;5,3487;2023-07-06 13:07:23.152;Intermediário
1,0871;1,0875;5,3236;5,3262;2023-07-06 13:07:23.157;Fechamento
1,0909;1,0913;5,3568999999999996;5,3595;2023-07-07 10:07:15.49;Abertura
1,0914;1,0916;5,3232;5,3248;2023-07-07 11:07:15.289;Intermediário
1,0947;1,0951;5,3275;5,3301;2023-07-07 12:03:15.397;Intermediário
1,0961;1,0964;5,3298;5,3319;2023-07-07 13:03:18.034;Intermediário
1,0961;1,0964;5,3482;5,3503;2023-07-07 13:03:18.04;Fechamento
1,0947;1,0951;5,33;5,3326;2023-07-10 10:07:18.285;Abertura
1,0965;1,0969;5,347;5,3496;2023-07-10 11:08:17.043;Intermediário
1,0977999999999999;1,0982;5,3523;5,3549;2023-07-10 12:25:33.301;Intermediário
1,0988;1,0992;5,3519;5,3545;2023-07-10 13:09:19.361;Intermediário
1,0988;1,0992;5,3543;5,357;2023-07-10 13:09:19.369;Fechamento
1,0979;1,0981;5,3742;5,3759;2023-07-11 10:05:31.779;Abertura
1,0985;1,0989;5,3869;5,3896;2023-07-11 11:06:16.867;Intermediário
1,0988;1,0991;5,379;5,3811;2023-07-11 12:06:16.652;Intermediário
1,099;1,0994;5,3664;5,369;2023-07-11 13:03:43.475;Intermediário
1,099;1,0994;5,3788;5,3815;2023-07-11 13:03:43.48;Fechamento
1,1056;1,1059;5,3126;5,3147;2023-07-12 10:02:16.827;Abertura
1,1095;1,1096;5,3108;5,312;2023-07-12 11:11:15.988;Intermediário
1,112;1,1122;5,3533;5,3549;2023-07-12 12:10:16.028;Intermediário
1,1121;1,1123;5,3547;5,3563;2023-07-12 13:07:21.652;Intermediário
1,1121;1,1123;5,3439;5,3455;2023-07-12 13:07:21.656;Fechamento
1,1178;1,1182;5,3633;5,3659;2023-07-13 10:06:16.307;Abertura
1,1192;1,1196;5,3712;5,3737;2023-07-13 11:11:16.015;Intermediário
1,1194;1,1198;5,3803;5,3829;2023-07-13 12:06:15.724;Intermediário
1,1191;1,1195;5,3819;5,3845;2023-07-13 13:09:16.593;Intermediário
1,1191;1,1195;5,3753;5,3779;2023-07-13 13:09:16.6;Fechamento
1,1224;1,1228;5,3686;5,3711;2023-07-14 10:08:15.939;Abertura
1,1239;1,1241;5,3951;5,3967;2023-07-14 11:04:15.689;Intermediário
1,124;1,1244;5,394;5,3966;2023-07-14 12:04:15.166;Intermediário
1,1234;1,1238;5,39;5,3926;2023-07-14 13:08:19.609;Intermediário
1,1234;1,1238;5,3868;5,3894;2023-07-14 13:08:19.613;Fechamento
1,1234;1,1238;5,4165;5,4191;2023-07-17 10:05:18.247;Abertura
1,1219999999999999;1,1224;5,4277;5,4303;2023-07-17 11:06:16.925;Intermediário
1,123;1,1234;5,4293;5,4319;2023-07-17 12:09:16.36;Intermediário
1,1234;1,1238;5,4203;5,4229;2023-07-17 13:06:45.099;Intermediário
1,1234;1,1238;5,4256;5,4282;2023-07-17 13:06:45.114;Fechamento
1,124;1,1244;5,4021;5,4047;2023-07-18 10:04:16.669;Abertura
1,1226;1,1227;5,3965;5,3976;2023-07-18 11:08:16.093;Intermediário
